baseDate,baseTime,category,fcstDate,fcstTime,fcstValue,nx,ny
20250630,0500,PCP,20250702,0300,강수없음,55,124
20250630,0500,REH,20250702,0300,95,55,124
20250630,0500,SNO,20250702,0300,적설없음,55,124
20250630,0500,TMP,20250702,0400,24,55,124
20250630,0500,UUU,20250702,0400,1.4,55,124
20250630,0500,VVV,20250702,0400,1.3,55,124
20250630,0500,VEC,20250702,0400,227,55,124
20250630,0500,WSD,20250702,0400,1.9,55,124
20250630,0500,SKY,20250702,0400,4,55,124
20250630,0500,PTY,20250702,0400,0,55,124
20250630,0500,POP,20250702,0400,30,55,124
20250630,0500,WAV,20250702,0400,-999,55,124
20250630,0500,PCP,20250702,0400,강수없음,55,124
20250630,0500,REH,20250702,0400,95,55,124
20250630,0500,SNO,20250702,0400,적설없음,55,124
20250630,0500,TMP,20250702,0500,24,55,124
20250630,0500,UUU,20250702,0500,1.4,55,124
20250630,0500,VVV,20250702,0500,1.3,55,124
20250630,0500,VEC,20250702,0500,227,55,124
20250630,0500,WSD,20250702,0500,1.9,55,124
20250630,0500,SKY,20250702,0500,4,55,124
20250630,0500,PTY,20250702,0500,0,55,124
20250630,0500,POP,20250702,0500,30,55,124
20250630,0500,WAV,20250702,0500,-999,55,124
20250630,0500,PCP,20250702,0500,강수없음,55,124
20250630,0500,REH,20250702,0500,95,55,124
20250630,0500,SNO,20250702,0500,적설없음,55,124
20250630,0500,TMP,20250702,0600,24,55,124
20250630,0500,UUU,20250702,0600,1.4,55,124
20250630,0500,VVV,20250702,0600,1.5,55,124
20250630,0500,VEC,20250702,0600,223,55,124
20250630,0500,WSD,20250702,0600,2.1,55,124
20250630,0500,SKY,20250702,0600,4,55,124
20250630,0500,PTY,20250702,0600,0,55,124
20250630,0500,POP,20250702,0600,30,55,124
20250630,0500,WAV,20250702,0600,-999,55,124
20250630,0500,PCP,20250702,0600,강수없음,55,124
20250630,0500,REH,20250702,0600,95,55,124
20250630,0500,SNO,20250702,0600,적설없음,55,124
20250630,0500,TMN,20250702,0600,23.0,55,124
20250630,0500,TMP,20250702,0700,24,55,124
20250630,0500,UUU,20250702,0700,1.1,55,124
20250630,0500,VVV,20250702,0700,1.5,55,124
20250630,0500,VEC,20250702,0700,216,55,124
20250630,0500,WSD,20250702,0700,1.9,55,124
20250630,0500,SKY,20250702,0700,4,55,124
20250630,0500,PTY,20250702,0700,0,55,124
20250630,0500,POP,20250702,0700,30,55,124
20250630,0500,WAV,20250702,0700,-999,55,124
20250630,0500,PCP,20250702,0700,강수없음,55,124
20250630,0500,REH,20250702,0700,90,55,124
20250630,0500,SNO,20250702,0700,적설없음,55,124
20250630,0500,TMP,20250702,0800,25,55,124
20250630,0500,UUU,20250702,0800,1.2,55,124
20250630,0500,VVV,20250702,0800,1.1,55,124
20250630,0500,VEC,20250702,0800,227,55,124
20250630,0500,WSD,20250702,0800,1.6,55,124
20250630,0500,SKY,20250702,0800,4,55,124
20250630,0500,PTY,20250702,0800,0,55,124
20250630,0500,POP,20250702,0800,30,55,124
20250630,0500,WAV,20250702,0800,-999,55,124
20250630,0500,PCP,20250702,0800,강수없음,55,124
20250630,0500,REH,20250702,0800,95,55,124
20250630,0500,SNO,20250702,0800,적설없음,55,124
20250630,0500,TMP,20250702,0900,25,55,124
20250630,0500,UUU,20250702,0900,1.4,55,124
20250630,0500,VVV,20250702,0900,1.2,55,124
20250630,0500,VEC,20250702,0900,229,55,124
20250630,0500,WSD,20250702,0900,1.8,55,124
20250630,0500,SKY,20250702,0900,4,55,124
20250630,0500,PTY,20250702,0900,0,55,124
20250630,0500,POP,20250702,0900,30,55,124
20250630,0500,WAV,20250702,0900,-999,55,124
20250630,0500,PCP,20250702,0900,강수없음,55,124
20250630,0500,REH,20250702,0900,90,55,124
20250630,0500,SNO,20250702,0900,적설없음,55,124
20250630,0500,TMP,20250702,1000,26,55,124
20250630,0500,UUU,20250702,1000,1.4,55,124
20250630,0500,VVV,20250702,1000,1.4,55,124
20250630,0500,VEC,20250702,1000,225,55,124
20250630,0500,WSD,20250702,1000,2,55,124
20250630,0500,SKY,20250702,1000,4,55,124
20250630,0500,PTY,20250702,1000,0,55,124
20250630,0500,POP,20250702,1000,30,55,124
20250630,0500,WAV,20250702,1000,-999,55,124
20250630,0500,PCP,20250702,1000,강수없음,55,124
20250630,0500,REH,20250702,1000,90,55,124
20250630,0500,SNO,20250702,1000,적설없음,55,124
20250630,0500,TMP,20250702,1100,26,55,124
20250630,0500,UUU,20250702,1100,1.6,55,124
20250630,0500,VVV,20250702,1100,2,55,124
20250630,0500,VEC,20250702,1100,219,55,124
20250630,0500,WSD,20250702,1100,2.6,55,124
20250630,0500,SKY,20250702,1100,4,55,124
20250630,0500,PTY,20250702,1100,0,55,124
20250630,0500,POP,20250702,1100,30,55,124
20250630,0500,WAV,20250702,1100,-999,55,124
20250630,0500,PCP,20250702,1100,강수없음,55,124
20250630,0500,REH,20250702,1100,95,55,124
20250630,0500,SNO,20250702,1100,적설없음,55,124
20250630,0500,TMP,20250702,1200,26,55,124
20250630,0500,UUU,20250702,1200,2.3,55,124
20250630,0500,VVV,20250702,1200,1.8,55,124
20250630,0500,VEC,20250702,1200,232,55,124
20250630,0500,WSD,20250702,1200,2.9,55,124
20250630,0500,SKY,20250702,1200,4,55,124
20250630,0500,PTY,20250702,1200,0,55,124
20250630,0500,POP,20250702,1200,30,55,124
20250630,0500,WAV,20250702,1200,-999,55,124
20250630,0500,PCP,20250702,1200,강수없음,55,124
20250630,0500,REH,20250702,1200,90,55,124
20250630,0500,SNO,20250702,1200,적설없음,55,124
20250630,0500,TMP,20250702,1300,27,55,124
20250630,0500,UUU,20250702,1300,2.2,55,124
20250630,0500,VVV,20250702,1300,1.7,55,124
20250630,0500,VEC,20250702,1300,232,55,124
20250630,0500,WSD,20250702,1300,2.8,55,124
20250630,0500,SKY,20250702,1300,4,55,124
20250630,0500,PTY,20250702,1300,0,55,124
20250630,0500,POP,20250702,1300,30,55,124
20250630,0500,WAV,20250702,1300,-999,55,124
20250630,0500,PCP,20250702,1300,강수없음,55,124
20250630,0500,REH,20250702,1300,90,55,124
20250630,0500,SNO,20250702,1300,적설없음,55,124
20250630,0500,TMP,20250702,1400,27,55,124
20250630,0500,UUU,20250702,1400,2.5,55,124
20250630,0500,VVV,20250702,1400,1.3,55,124
20250630,0500,VEC,20250702,1400,243,55,124
20250630,0500,WSD,20250702,1400,2.8,55,124
20250630,0500,SKY,20250702,1400,4,55,124
20250630,0500,PTY,20250702,1400,0,55,124
20250630,0500,POP,20250702,1400,30,55,124
20250630,0500,WAV,20250702,1400,-999,55,124
20250630,0500,PCP,20250702,1400,강수없음,55,124
20250630,0500,REH,20250702,1400,85,55,124
20250630,0500,SNO,20250702,1400,적설없음,55,124
20250630,0500,TMP,20250702,1500,27,55,124
20250630,0500,UUU,20250702,1500,2.5,55,124
20250630,0500,VVV,20250702,1500,1.4,55,124
20250630,0500,VEC,20250702,1500,241,55,124
20250630,0500,WSD,20250702,1500,2.9,55,124
20250630,0500,SKY,20250702,1500,4,55,124
20250630,0500,PTY,20250702,1500,0,55,124
20250630,0500,POP,20250702,1500,30,55,124
20250630,0500,WAV,20250702,1500,-999,55,124
20250630,0500,PCP,20250702,1500,강수없음,55,124
20250630,0500,REH,20250702,1500,85,55,124
20250630,0500,SNO,20250702,1500,적설없음,55,124
20250630,0500,TMX,20250702,1500,27.0,55,124
20250630,0500,TMP,20250702,1600,27,55,124
20250630,0500,UUU,20250702,1600,2.5,55,124
20250630,0500,VVV,20250702,1600,1.2,55,124
20250630,0500,VEC,20250702,1600,244,55,124
20250630,0500,WSD,20250702,1600,2.8,55,124
20250630,0500,SKY,20250702,1600,4,55,124
20250630,0500,PTY,20250702,1600,0,55,124
20250630,0500,POP,20250702,1600,30,55,124
20250630,0500,WAV,20250702,1600,-999,55,124
20250630,0500,PCP,20250702,1600,강수없음,55,124
20250630,0500,REH,20250702,1600,85,55,124
20250630,0500,SNO,20250702,1600,적설없음,55,124
20250630,0500,TMP,20250702,1700,27,55,124
20250630,0500,UUU,20250702,1700,2.4,55,124
20250630,0500,VVV,20250702,1700,0.9,55,124
20250630,0500,VEC,20250702,1700,249,55,124
20250630,0500,WSD,20250702,1700,2.6,55,124
20250630,0500,SKY,20250702,1700,4,55,124
20250630,0500,PTY,20250702,1700,0,55,124
20250630,0500,POP,20250702,1700,30,55,124
20250630,0500,WAV,20250702,1700,-999,55,124
20250630,0500,PCP,20250702,1700,강수없음,55,124
20250630,0500,REH,20250702,1700,85,55,124
20250630,0500,SNO,20250702,1700,적설없음,55,124
20250630,0500,TMP,20250702,1800,26,55,124
20250630,0500,UUU,20250702,1800,2.3,55,124
20250630,0500,VVV,20250702,1800,0.7,55,124
20250630,0500,VEC,20250702,1800,253,55,124
20250630,0500,WSD,20250702,1800,2.4,55,124
20250630,0500,SKY,20250702,1800,3,55,124
20250630,0500,PTY,20250702,1800,0,55,124
20250630,0500,POP,20250702,1800,20,55,124
20250630,0500,WAV,20250702,1800,-999,55,124
20250630,0500,PCP,20250702,1800,강수없음,55,124
20250630,0500,REH,20250702,1800,85,55,124
20250630,0500,SNO,20250702,1800,적설없음,55,124
20250630,0500,TMP,20250702,1900,25,55,124
20250630,0500,UUU,20250702,1900,1.7,55,124
20250630,0500,VVV,20250702,1900,0.6,55,124
20250630,0500,VEC,20250702,1900,251,55,124
20250630,0500,WSD,20250702,1900,1.8,55,124
20250630,0500,SKY,20250702,1900,3,55,124
20250630,0500,PTY,20250702,1900,0,55,124
20250630,0500,POP,20250702,1900,20,55,124
20250630,0500,WAV,20250702,1900,-999,55,124
20250630,0500,PCP,20250702,1900,강수없음,55,124
20250630,0500,REH,20250702,1900,90,55,124
20250630,0500,SNO,20250702,1900,적설없음,55,124
20250630,0500,TMP,20250702,2000,24,55,124
20250630,0500,UUU,20250702,2000,1.3,55,124
20250630,0500,VVV,20250702,2000,0.6,55,124
20250630,0500,VEC,20250702,2000,245,55,124
20250630,0500,WSD,20250702,2000,1.4,55,124
20250630,0500,SKY,20250702,2000,3,55,124
20250630,0500,PTY,20250702,2000,0,55,124
20250630,0500,POP,20250702,2000,20,55,124
20250630,0500,WAV,20250702,2000,-999,55,124
20250630,0500,PCP,20250702,2000,강수없음,55,124
20250630,0500,REH,20250702,2000,90,55,124
20250630,0500,SNO,20250702,2000,적설없음,55,124
20250630,0500,TMP,20250702,2100,24,55,124
20250630,0500,UUU,20250702,2100,1.2,55,124
20250630,0500,VVV,20250702,2100,0.5,55,124
20250630,0500,VEC,20250702,2100,247,55,124
20250630,0500,WSD,20250702,2100,1.3,55,124
20250630,0500,SKY,20250702,2100,3,55,124
20250630,0500,PTY,20250702,2100,0,55,124
20250630,0500,POP,20250702,2100,20,55,124
20250630,0500,WAV,20250702,2100,-999,55,124
20250630,0500,PCP,20250702,2100,강수없음,55,124
20250630,0500,REH,20250702,2100,95,55,124
20250630,0500,SNO,20250702,2100,적설없음,55,124
20250630,0500,TMP,20250702,2200,24,55,124
20250630,0500,UUU,20250702,2200,1.2,55,124
20250630,0500,VVV,20250702,2200,0.7,55,124
20250630,0500,VEC,20250702,2200,240,55,124
20250630,0500,WSD,20250702,2200,1.4,55,124
20250630,0500,SKY,20250702,2200,3,55,124
20250630,0500,PTY,20250702,2200,0,55,124
20250630,0500,POP,20250702,2200,20,55,124
20250630,0500,WAV,20250702,2200,-999,55,124
20250630,0500,PCP,20250702,2200,강수없음,55,124
20250630,0500,REH,20250702,2200,95,55,124
20250630,0500,SNO,20250702,2200,적설없음,55,124
20250630,0500,TMP,20250702,2300,24,55,124
20250630,0500,UUU,20250702,2300,1.2,55,124
20250630,0500,VVV,20250702,2300,0.7,55,124
20250630,0500,VEC,20250702,2300,240,55,124
20250630,0500,WSD,20250702,2300,1.4,55,124
20250630,0500,SKY,20250702,2300,3,55,124
20250630,0500,PTY,20250702,2300,0,55,124
20250630,0500,POP,20250702,2300,20,55,124
20250630,0500,WAV,20250702,2300,-999,55,124
20250630,0500,PCP,20250702,2300,강수없음,55,124
20250630,0500,REH,20250702,2300,95,55,124
20250630,0500,SNO,20250702,2300,적설없음,55,124
20250630,0500,TMP,20250703,0000,24,55,124
20250630,0500,UUU,20250703,0000,0.9,55,124
20250630,0500,VVV,20250703,0000,0.4,55,124
20250630,0500,VEC,20250703,0000,246,55,124
20250630,0500,WSD,20250703,0000,1,55,124
20250630,0500,SKY,20250703,0000,3,55,124
20250630,0500,PTY,20250703,0000,0,55,124
20250630,0500,POP,20250703,0000,20,55,124
20250630,0500,WAV,20250703,0000,-999,55,124
20250630,0500,PCP,20250703,0000,강수없음,55,124
20250630,0500,REH,20250703,0000,95,55,124
20250630,0500,SNO,20250703,0000,적설없음,55,124
20250630,0500,TMP,20250703,0300,24,55,124
20250630,0500,UUU,20250703,0300,0.9,55,124
20250630,0500,VVV,20250703,0300,2,55,124
20250630,0500,VEC,20250703,0300,204,55,124
20250630,0500,WSD,20250703,0300,1,55,124
20250630,0500,SKY,20250703,0300,4,55,124
20250630,0500,PTY,20250703,0300,0,55,124
20250630,0500,POP,20250703,0300,30,55,124
20250630,0500,WAV,20250703,0300,-999,55,124
20250630,0500,PCP,20250703,0300,0,55,124
20250630,0500,REH,20250703,0300,95,55,124
20250630,0500,SNO,20250703,0300,0,55,124
20250630,0500,TMP,20250703,0600,24,55,124
20250630,0500,UUU,20250703,0600,0.5,55,124
20250630,0500,VVV,20250703,0600,2.3,55,124
20250630,0500,VEC,20250703,0600,192,55,124
20250630,0500,WSD,20250703,0600,1,55,124
20250630,0500,SKY,20250703,0600,4,55,124
20250630,0500,PTY,20250703,0600,0,55,124
20250630,0500,POP,20250703,0600,30,55,124
20250630,0500,WAV,20250703,0600,-999,55,124
20250630,0500,PCP,20250703,0600,0,55,124
20250630,0500,REH,20250703,0600,95,55,124
20250630,0500,SNO,20250703,0600,0,55,124
20250630,0500,TMN,20250703,0600,23.0,55,124
20250630,0500,TMP,20250703,0900,25,55,124
20250630,0500,UUU,20250703,0900,1.3,55,124
20250630,0500,VVV,20250703,0900,2.8,55,124
20250630,0500,VEC,20250703,0900,205,55,124
20250630,0500,WSD,20250703,0900,1,55,124
20250630,0500,SKY,20250703,0900,4,55,124
20250630,0500,PTY,20250703,0900,0,55,124
20250630,0500,POP,20250703,0900,30,55,124
20250630,0500,WAV,20250703,0900,-999,55,124
20250630,0500,PCP,20250703,0900,0,55,124
20250630,0500,REH,20250703,0900,90,55,124
20250630,0500,SNO,20250703,0900,0,55,124
20250630,0500,TMP,20250703,1200,27,55,124
20250630,0500,UUU,20250703,1200,2.2,55,124
20250630,0500,VVV,20250703,1200,3.1,55,124
20250630,0500,VEC,20250703,1200,215,55,124
20250630,0500,WSD,20250703,1200,1,55,124
20250630,0500,SKY,20250703,1200,4,55,124
20250630,0500,PTY,20250703,1200,0,55,124
20250630,0500,POP,20250703,1200,30,55,124
20250630,0500,WAV,20250703,1200,-999,55,124
20250630,0500,PCP,20250703,1200,0,55,124
20250630,0500,REH,20250703,1200,85,55,124
20250630,0500,SNO,20250703,1200,0,55,124
20250630,0500,TMP,20250703,1500,28,55,124
20250630,0500,UUU,20250703,1500,3.8,55,124
20250630,0500,VVV,20250703,1500,2.6,55,124
20250630,0500,VEC,20250703,1500,236,55,124
20250630,0500,WSD,20250703,1500,2,55,124
20250630,0500,SKY,20250703,1500,3,55,124
20250630,0500,PTY,20250703,1500,0,55,124
20250630,0500,POP,20250703,1500,20,55,124
20250630,0500,WAV,20250703,1500,-999,55,124
20250630,0500,PCP,20250703,1500,0,55,124
20250630,0500,REH,20250703,1500,75,55,124
20250630,0500,SNO,20250703,1500,0,55,124
20250630,0500,TMX,20250703,1500,29.0,55,124
20250630,0500,TMP,20250703,1800,27,55,124
20250630,0500,UUU,20250703,1800,3,55,124
20250630,0500,VVV,20250703,1800,1.1,55,124
20250630,0500,VEC,20250703,1800,250,55,124
20250630,0500,WSD,20250703,1800,2,55,124
20250630,0500,SKY,20250703,1800,1,55,124
20250630,0500,PTY,20250703,1800,0,55,124
20250630,0500,POP,20250703,1800,0,55,124
20250630,0500,WAV,20250703,1800,-999,55,124
20250630,0500,PCP,20250703,1800,0,55,124
20250630,0500,REH,20250703,1800,80,55,124
20250630,0500,SNO,20250703,1800,0,55,124
20250630,0500,TMP,20250703,2100,24,55,124
20250630,0500,UUU,20250703,2100,1.3,55,124
20250630,0500,VVV,20250703,2100,1.2,55,124
20250630,0500,VEC,20250703,2100,227,55,124
20250630,0500,WSD,20250703,2100,1,55,124
20250630,0500,SKY,20250703,2100,1,55,124
20250630,0500,PTY,20250703,2100,0,55,124
20250630,0500,POP,20250703,2100,0,55,124
20250630,0500,WAV,20250703,2100,-999,55,124
20250630,0500,PCP,20250703,2100,0,55,124
20250630,0500,REH,20250703,2100,90,55,124
20250630,0500,SNO,20250703,2100,0,55,124
20250630,0500,TMP,20250704,0000,23,55,124
20250630,0500,UUU,20250704,0000,1.5,55,124
20250630,0500,VVV,20250704,0000,1.9,55,124
20250630,0500,VEC,20250704,0000,218,55,124
20250630,0500,WSD,20250704,0000,1,55,124
20250630,0500,SKY,20250704,0000,1,55,124
20250630,0500,PTY,20250704,0000,0,55,124
20250630,0500,POP,20250704,0000,0,55,124
20250630,0500,WAV,20250704,0000,-999,55,124
20250630,0500,PCP,20250704,0000,0,55,124
20250630,0500,REH,20250704,0000,95,55,124
20250630,0500,SNO,20250704,0000,0,55,124
